_id,date,center_name,attendance_count
26592540,2015-06-13,West Penn Community Center,54
26592541,2015-06-13,Ammon Community Center,6
26592542,2015-06-13,Brookline Community Center,180
26592543,2015-06-13,Magee Community Center,34
26592544,2015-06-13,Paulson Community Center,71
26592545,2015-06-13,Phillips Community Center,79
26592546,2015-06-12,West Penn Community Center,42
26592547,2015-06-12,Warrington Community Center,23
26592548,2015-06-12,Ammon Community Center,57
26592549,2015-06-12,Arlington Community Center,70
26592550,2015-06-12,Brookline Community Center,176
26592551,2015-06-12,Jefferson Community Center,85
26592552,2015-06-12,Magee Community Center,45
26592553,2015-06-12,Phillips Community Center,266
26592554,2015-06-12,Paulson Community Center,134
26592555,2015-06-11,Warrington Community Center,73
26592556,2015-06-11,West Penn Community Center,43
26592557,2015-06-11,Arlington Community Center,171
26592558,2015-06-11,Ammon Community Center,22
26592559,2015-06-11,Jefferson Community Center,70
26592560,2015-06-11,Brookline Community Center,300
26592561,2015-06-11,Magee Community Center,91
26592562,2015-06-11,Ormsby Community Center,16
26592563,2015-06-11,Paulson Community Center,118
26592564,2015-06-11,Phillips Community Center,210
26592565,2015-06-10,West Penn Community Center,117
26592566,2015-06-10,Warrington Community Center,97
26592567,2015-06-10,Ammon Community Center,47
26592568,2015-06-10,Arlington Community Center,85
26592569,2015-06-10,Brookline Community Center,301
26592570,2015-06-10,Ormsby Community Center,1
26592571,2015-06-10,Magee Community Center,54
26592572,2015-06-10,Phillips Community Center,206
26592573,2015-06-10,Paulson Community Center,85
26592574,2015-06-09,Warrington Community Center,71
26592575,2015-06-09,West Penn Community Center,58
26592576,2015-06-09,Arlington Community Center,129
26592577,2015-06-09,Ammon Community Center,120
26592578,2015-06-09,Brookline Community Center,291
26592579,2015-06-09,Jefferson Community Center,66
26592580,2015-06-09,Magee Community Center,76
26592581,2015-06-09,Paulson Community Center,62
26592582,2015-06-09,Phillips Community Center,312
26592583,2015-06-08,West Penn Community Center,51
26592584,2015-06-08,Warrington Community Center,71
26592585,2015-06-08,Ammon Community Center,109
26592586,2015-06-08,Arlington Community Center,105
26592587,2015-06-08,Jefferson Community Center,87
26592588,2015-06-08,Brookline Community Center,311
26592589,2015-06-08,Magee Community Center,88
26592590,2015-06-08,Ormsby Community Center,50
26592591,2015-06-08,Phillips Community Center,179
26592592,2015-06-08,Paulson Community Center,64
26592593,2015-06-06,Warrington Community Center,4
26592594,2015-06-06,West Penn Community Center,51
26592595,2015-06-06,Ammon Community Center,7
26592596,2015-06-06,Brookline Community Center,132
26592597,2015-06-06,Ormsby Community Center,9
26592598,2015-06-06,Magee Community Center,47
26592599,2015-06-06,Phillips Community Center,86
26592600,2015-06-05,West Penn Community Center,57
26592601,2015-06-05,Warrington Community Center,8
26592602,2015-06-05,Ammon Community Center,48
26592603,2015-06-05,Arlington Community Center,40
26592604,2015-06-05,Brookline Community Center,192
26592605,2015-06-05,Jefferson Community Center,44
26592606,2015-06-05,Magee Community Center,35
26592607,2015-06-05,Ormsby Community Center,13
26592608,2015-06-05,Phillips Community Center,90
26592609,2015-06-05,Paulson Community Center,88
26592610,2015-06-04,Warrington Community Center,49
26592611,2015-06-04,West Penn Community Center,132
26592612,2015-06-04,Arlington Community Center,124
26592613,2015-06-04,Ammon Community Center,72
26592614,2015-06-04,Jefferson Community Center,64
26592615,2015-06-04,Brookline Community Center,210
26592616,2015-06-04,Ormsby Community Center,44
26592617,2015-06-04,Magee Community Center,46
26592618,2015-06-04,Paulson Community Center,66
26592619,2015-06-04,Phillips Community Center,149
26592620,2015-06-03,West Penn Community Center,47
26592621,2015-06-03,Warrington Community Center,78
26592622,2015-06-03,Ammon Community Center,83
26592623,2015-06-03,Arlington Community Center,70
26592624,2015-06-03,Brookline Community Center,213
26592625,2015-06-03,Jefferson Community Center,53
26592626,2015-06-03,Magee Community Center,49
26592627,2015-06-03,Ormsby Community Center,47
26592628,2015-06-03,Phillips Community Center,123
26592629,2015-06-03,Paulson Community Center,179
26592630,2015-06-02,Warrington Community Center,55
26592631,2015-06-02,West Penn Community Center,73
26592632,2015-06-02,Arlington Community Center,95
26592633,2015-06-02,Ammon Community Center,106
26592634,2015-06-02,Jefferson Community Center,41
26592635,2015-06-02,Brookline Community Center,258
26592636,2015-06-02,Ormsby Community Center,59
26592637,2015-06-02,Magee Community Center,80
26592638,2015-06-02,Paulson Community Center,74
26592639,2015-06-02,Phillips Community Center,113
26592640,2015-06-01,West Penn Community Center,52
26592641,2015-06-01,Warrington Community Center,17
26592642,2015-06-01,Ammon Community Center,95
26592643,2015-06-01,Arlington Community Center,117
26592644,2015-06-01,Brookline Community Center,169
26592645,2015-06-01,Jefferson Community Center,31
26592646,2015-06-01,Magee Community Center,52
26592647,2015-06-01,Ormsby Community Center,28
26592648,2015-06-01,Phillips Community Center,105
26592649,2015-06-01,Paulson Community Center,87
26592650,2015-05-29,Warrington Community Center,4
26592651,2015-05-29,West Penn Community Center,23
26592652,2015-05-29,Arlington Community Center,1
26592653,2015-05-29,Ammon Community Center,19
26592654,2015-05-29,Brookline Community Center,37
26592655,2015-05-29,Ormsby Community Center,5
26592656,2015-05-29,Magee Community Center,40
26592657,2015-05-29,Paulson Community Center,4
26592658,2015-05-29,Phillips Community Center,17
26592659,2015-05-28,West Penn Community Center,131
26592660,2015-05-28,Warrington Community Center,68
26592661,2015-05-28,Ammon Community Center,71
26592662,2015-05-28,Arlington Community Center,149
26592663,2015-05-28,Brookline Community Center,116
26592664,2015-05-28,Jefferson Community Center,45
26592665,2015-05-28,Magee Community Center,57
26592666,2015-05-28,Ormsby Community Center,42
26592667,2015-05-28,Phillips Community Center,102
26592668,2015-05-28,Paulson Community Center,39
26592669,2015-05-27,Warrington Community Center,40
26592670,2015-05-27,West Penn Community Center,59
26592671,2015-05-27,Arlington Community Center,89
26592672,2015-05-27,Ammon Community Center,74
26592673,2015-05-27,Jefferson Community Center,36
26592674,2015-05-27,Brookline Community Center,148
26592675,2015-05-27,Magee Community Center,36
26592676,2015-05-27,Paulson Community Center,64
26592677,2015-05-27,Phillips Community Center,118
26592678,2015-05-26,West Penn Community Center,45
26592679,2015-05-26,Warrington Community Center,63
26592680,2015-05-26,Ammon Community Center,89
26592681,2015-05-26,Arlington Community Center,83
26592682,2015-05-26,Brookline Community Center,128
26592683,2015-05-26,Jefferson Community Center,33
26592684,2015-05-26,Magee Community Center,69
26592685,2015-05-26,Phillips Community Center,74
26592686,2015-05-26,Paulson Community Center,62
26592687,2015-05-23,West Penn Community Center,20
26592688,2015-05-23,Brookline Community Center,62
26592689,2015-05-23,Magee Community Center,30
26592690,2015-05-23,Ormsby Community Center,2
26592691,2015-05-23,Phillips Community Center,34
26592692,2015-05-22,West Penn Community Center,47
26592693,2015-05-22,Warrington Community Center,26
26592694,2015-05-22,Arlington Community Center,36
26592695,2015-05-22,Ammon Community Center,35
26592696,2015-05-22,Brookline Community Center,264
26592697,2015-05-22,Jefferson Community Center,31
26592698,2015-05-22,Ormsby Community Center,8
26592699,2015-05-22,Magee Community Center,15
26592700,2015-05-22,Phillips Community Center,39
26592701,2015-05-22,Paulson Community Center,60
26592702,2015-05-21,Warrington Community Center,39
26592703,2015-05-21,West Penn Community Center,120
26592704,2015-05-21,Ammon Community Center,93
26592705,2015-05-21,Arlington Community Center,34
26592706,2015-05-21,Jefferson Community Center,13
26592707,2015-05-21,Brookline Community Center,105
26592708,2015-05-21,Magee Community Center,54
26592709,2015-05-21,Ormsby Community Center,29
26592710,2015-05-21,Paulson Community Center,41
26592711,2015-05-21,Phillips Community Center,76
26592712,2015-05-20,West Penn Community Center,84
26592713,2015-05-20,Warrington Community Center,52
26592714,2015-05-20,Arlington Community Center,28
26592715,2015-05-20,Ammon Community Center,89
26592716,2015-05-20,Brookline Community Center,194
26592717,2015-05-20,Jefferson Community Center,38
26592718,2015-05-20,Ormsby Community Center,4
26592719,2015-05-20,Magee Community Center,52
26592720,2015-05-20,Phillips Community Center,101
26592721,2015-05-20,Paulson Community Center,77
26592722,2015-05-19,Warrington Community Center,2
26592723,2015-05-19,West Penn Community Center,48
26592724,2015-05-19,Ammon Community Center,93
26592725,2015-05-19,Arlington Community Center,27
26592726,2015-05-19,Jefferson Community Center,36
26592727,2015-05-19,Brookline Community Center,424
26592728,2015-05-19,Magee Community Center,43
26592729,2015-05-19,Ormsby Community Center,53
26592730,2015-05-19,Paulson Community Center,179
26592731,2015-05-19,Phillips Community Center,223
26592732,2015-05-18,West Penn Community Center,65
26592733,2015-05-18,Warrington Community Center,47
26592734,2015-05-18,Arlington Community Center,53
26592735,2015-05-18,Ammon Community Center,74
26592736,2015-05-18,Brookline Community Center,133
26592737,2015-05-18,Jefferson Community Center,40
26592738,2015-05-18,Ormsby Community Center,16
26592739,2015-05-18,Magee Community Center,25
26592740,2015-05-18,Phillips Community Center,136
26592741,2015-05-18,Paulson Community Center,67
26592742,2015-05-16,Warrington Community Center,6
26592743,2015-05-16,West Penn Community Center,12
26592744,2015-05-16,Brookline Community Center,69
26592745,2015-05-16,Magee Community Center,51
26592746,2015-05-16,Ormsby Community Center,10
26592747,2015-05-16,Phillips Community Center,35
26592748,2015-05-15,West Penn Community Center,49
26592749,2015-05-15,Warrington Community Center,13
26592750,2015-05-15,Ammon Community Center,60
26592751,2015-05-15,Arlington Community Center,75
26592752,2015-05-15,Brookline Community Center,141
26592753,2015-05-15,Jefferson Community Center,33
26592754,2015-05-15,Ormsby Community Center,26
26592755,2015-05-15,Magee Community Center,38
26592756,2015-05-15,Phillips Community Center,88
26592757,2015-05-15,Paulson Community Center,75
26592758,2015-05-14,Warrington Community Center,39
26592759,2015-05-14,West Penn Community Center,123
26592760,2015-05-14,Arlington Community Center,118
26592761,2015-05-14,Ammon Community Center,126
26592762,2015-05-14,Jefferson Community Center,59
26592763,2015-05-14,Brookline Community Center,122
26592764,2015-05-14,Magee Community Center,71
26592765,2015-05-14,Ormsby Community Center,37
26592766,2015-05-14,Paulson Community Center,43
26592767,2015-05-14,Phillips Community Center,127
26592768,2015-05-13,West Penn Community Center,44
26592769,2015-05-13,Warrington Community Center,51
26592770,2015-05-13,Ammon Community Center,103
26592771,2015-05-13,Arlington Community Center,78
26592772,2015-05-13,Brookline Community Center,198
26592773,2015-05-13,Jefferson Community Center,35
26592774,2015-05-13,Ormsby Community Center,33
26592775,2015-05-13,Magee Community Center,33
26592776,2015-05-13,Phillips Community Center,78
26592777,2015-05-13,Paulson Community Center,66
26592778,2015-05-12,Warrington Community Center,47
26592779,2015-05-12,West Penn Community Center,50
26592780,2015-05-12,Arlington Community Center,39
26592781,2015-05-12,Ammon Community Center,72
26592782,2015-05-12,Jefferson Community Center,36
26592783,2015-05-12,Brookline Community Center,110
26592784,2015-05-12,Magee Community Center,89
26592785,2015-05-12,Ormsby Community Center,32
26592786,2015-05-12,Paulson Community Center,38
26592787,2015-05-12,Phillips Community Center,56
26592788,2015-05-11,West Penn Community Center,59
26592789,2015-05-11,Warrington Community Center,53
26592790,2015-05-11,Ammon Community Center,86
26592791,2015-05-11,Arlington Community Center,95
26592792,2015-05-11,Brookline Community Center,180
26592793,2015-05-11,Jefferson Community Center,35
26592794,2015-05-11,Ormsby Community Center,47
26592795,2015-05-11,Magee Community Center,28
26592796,2015-05-11,Phillips Community Center,97
26592797,2015-05-11,Paulson Community Center,66
26592798,2015-05-09,Warrington Community Center,2
26592799,2015-05-09,West Penn Community Center,14
26592800,2015-05-09,Ammon Community Center,33
26592801,2015-05-09,Brookline Community Center,120
26592802,2015-05-09,Magee Community Center,97
26592803,2015-05-09,Ormsby Community Center,8
26592804,2015-05-09,Phillips Community Center,37
26592805,2015-05-08,West Penn Community Center,50
26592806,2015-05-08,Warrington Community Center,41
26592807,2015-05-08,Ammon Community Center,43
26592808,2015-05-08,Arlington Community Center,110
26592809,2015-05-08,Brookline Community Center,130
26592810,2015-05-08,Jefferson Community Center,41
26592811,2015-05-08,Ormsby Community Center,31
26592812,2015-05-08,Magee Community Center,32
26592813,2015-05-08,Phillips Community Center,73
26592814,2015-05-08,Paulson Community Center,189
26592815,2015-05-07,Warrington Community Center,46
26592816,2015-05-07,West Penn Community Center,123
26592817,2015-05-07,Arlington Community Center,145
26592818,2015-05-07,Ammon Community Center,86
26592819,2015-05-07,Jefferson Community Center,40
26592820,2015-05-07,Brookline Community Center,100
26592821,2015-05-07,Magee Community Center,78
26592822,2015-05-07,Ormsby Community Center,22
26592823,2015-05-07,Paulson Community Center,61
26592824,2015-05-07,Phillips Community Center,56
26592825,2015-05-06,West Penn Community Center,44
26592826,2015-05-06,Warrington Community Center,68
26592827,2015-05-06,Ammon Community Center,108
